Instrument,InstrumentSub,Sector,"Periode ",waarde
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1961-01,866
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1961-02,878
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1961-03,897
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1961-04,914
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1961-05,933
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1961-06,950
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1961-07,967
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1961-08,985
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1961-09,1005
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1961-10,1027
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1961-11,1051
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1961-12,1051
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1962-01,1066
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1962-02,1084
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1962-03,1109
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1962-04,1133
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1962-05,1163
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1962-06,1185
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1962-07,1210
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1962-08,1233
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1962-09,1257
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1962-10,1287
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1962-11,1314
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1962-12,1323
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1963-01,1346
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1963-02,1365
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1963-03,1390
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1963-04,1417
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1963-05,1459
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1963-06,1479
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1963-07,1517
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1963-08,1542
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1963-09,1574
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1963-10,1611
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1963-11,1656
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1963-12,1679
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1964-01,1717
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1964-02,1748
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1964-03,1787
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1964-04,1833
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1964-05,1888
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1964-06,1929
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1964-07,1966
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1964-08,1991
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1964-09,2038
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1964-10,2075
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1964-11,2113
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1964-12,2123
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1965-01,2148
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1965-02,2186
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1965-03,2222
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1965-04,2260
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1965-05,2292
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1965-06,2322
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1965-07,2357
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1965-08,2385
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1965-09,2421
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1965-10,2460
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1965-11,2500
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1965-12,2508
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1966-01,2504
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1966-02,2554
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1966-03,2589
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1966-04,2627
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1966-05,2762
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1966-06,2796
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1966-07,2831
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1966-08,2861
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1966-09,2899
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1966-10,2935
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1966-11,2986
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1966-12,2999
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1967-01,3016
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1967-02,3042
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1967-03,3086
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1967-04,3127
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1967-05,3173
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1967-06,3191
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1967-07,3207
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1967-08,3243
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1967-09,3295
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1967-10,3345
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1967-11,3406
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1967-12,3396
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1968-01,3438
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1968-02,3482
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1968-03,3523
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1968-04,3587
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1968-05,3670
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1968-06,3709
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1968-07,3756
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1968-08,3809
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1968-09,3883
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1968-10,3976
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1968-11,4059
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1968-12,4109
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1969-01,4145
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1969-02,4205
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1969-03,4280
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1969-04,4357
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1969-05,4449
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1969-06,4508
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1969-07,4563
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1969-08,4632
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1969-09,4709
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1969-10,4862
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1969-11,4948
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1969-12,4990
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1970-01,5156
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1970-02,5180
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1970-03,5274
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1970-04,5417
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1970-05,5488
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1970-06,5595
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1970-07,5678
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1970-08,5756
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1970-09,5864
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1970-10,5974
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1970-11,6096
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1970-12,6158
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1971-01,6145
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1971-02,6204
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1971-03,6263
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1971-04,6356
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1971-05,6426
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1971-06,6482
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1971-07,6536
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1971-08,6620
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1971-09,6742
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1971-10,6839
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1971-11,6957
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1971-12,6950
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1972-01,6957
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1972-02,7038
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1972-03,7192
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1972-04,7264
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1972-05,7372
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1972-06,7451
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1972-07,7542
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1972-08,7641
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1972-09,7786
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1972-10,7946
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1972-11,8107
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1972-12,8200
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1973-01,8143
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1973-02,8287
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1973-03,8456
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1973-04,8609
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1973-05,8798
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1973-06,8863
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1973-07,8828
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1973-08,9126
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1973-09,9332
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1973-10,9597
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1973-11,9857
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1973-12,9903
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1974-01,9987
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1974-02,10134
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1974-03,10295
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1974-04,10426
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1974-05,10588
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1974-06,10706
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1974-07,10785
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1974-08,10915
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1974-09,11089
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1974-10,11260
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1974-11,11427
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1974-12,11596
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1975-01,11695
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1975-02,11796
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1975-03,11936
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1975-04,12072
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1975-05,12273
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1975-06,12405
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1975-07,12581
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1975-08,12732
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1975-09,12954
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1975-10,13263
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1975-11,13533
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1975-12,13831
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1976-01,14073
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1976-02,14297
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1976-03,14569
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1976-04,14888
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1976-05,15237
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1976-06,15549
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1976-07,15813
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1976-08,16303
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1976-09,16757
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1976-10,17236
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1976-11,17723
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1976-12,18094
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1977-01,18294
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1977-02,18607
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1977-03,18984
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1977-04,19519
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1977-05,20007
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1977-06,20437
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1977-07,20637
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1977-08,21185
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1977-09,21660
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1977-10,22215
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1977-11,22790
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ",1977-12,23279
